Slot;Anzahl
1080;1174
1081;17
1082;27
1083;23
1084;18
1085;192
1086;14
1087;14
1088;17
1089;9
1090;313
1091;11
1092;31
1093;16
1094;16
1095;433
1096;15
1097;18
1098;13
1099;10
1100;265
1101;11
1102;17
1103;11
1104;11
1105;153
1106;9
1107;11
1108;13
1109;6
1110;751
1111;16
1112;25
1113;14
1114;14
1115;137
1116;15
1117;17
1118;14
1119;5
1120;200
1121;3
1122;18
1123;17
1124;11
1125;467
1126;12
1127;16
1128;16
1129;11
1130;293
1131;9
1132;12
1133;13
1134;6
1135;131
1136;10
1137;12
1138;11
1139;7
