Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;-0.072350404
0;Grundnutzen;2;2;-3.978332568
0;Grundnutzen;3;3;-0.420774791
0;Grundnutzen;4;4;0
0;Grundnutzen;5;5;2.285008584
1;anzakt_woche_w;1;1;0.0776367496
1;anzakt_woche_w;2;2;0.0647105326
1;anzakt_woche_w;3;3;0.0410973875
1;anzakt_woche_w;4;4;0
1;anzakt_woche_w;5;5;-0.095107927
2;anzakt_woche_e;1;1;0.3517288588
2;anzakt_woche_e;2;2;0.405135163
2;anzakt_woche_e;3;3;0.1792724761
2;anzakt_woche_e;4;4;0
2;anzakt_woche_e;5;5;-0.01189263
3;anztouren_woche_w;1;1;-0.471672381
3;anztouren_woche_w;2;2;0.16963412
3;anztouren_woche_w;3;3;0.0170660041
3;anztouren_woche_w;4;4;0
3;anztouren_woche_w;5;5;-0.024957744
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
4;0;5;5;0
5;beruf_vollzeit;1;1;-4.040687788
5;beruf_vollzeit;2;2;-3.164973953
5;beruf_vollzeit;3;3;-1.448709024
5;beruf_vollzeit;4;4;0
5;beruf_vollzeit;5;5;0.4359182762
6;beruf_teilzeit;1;1;-1.421119409
6;beruf_teilzeit;2;2;-0.150097988
6;beruf_teilzeit;3;3;0.5981732554
6;beruf_teilzeit;4;4;0
6;beruf_teilzeit;5;5;-0.978005006
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
7;0;5;5;0
8;beruf_schueler;1;1;-1.7757067
8;beruf_schueler;2;2;-1.00411753
8;beruf_schueler;3;3;0.1418871301
8;beruf_schueler;4;4;0
8;beruf_schueler;5;5;-0.583231528
9;beruf_azubi;1;1;-4.374511248
9;beruf_azubi;2;2;-3.481136346
9;beruf_azubi;3;3;-1.236443659
9;beruf_azubi;4;4;0
9;beruf_azubi;5;5;-0.343541596
10;male;1;1;-0.118348831
10;male;2;2;-0.185541534
10;male;3;3;-0.294223765
10;male;4;4;0
10;male;5;5;0.4609321268
11;alter_18bis25;1;1;-2.400195267
11;alter_18bis25;2;2;-1.870399126
11;alter_18bis25;3;3;-1.240669964
11;alter_18bis25;4;4;0
11;alter_18bis25;5;5;0.8230836605
12;alter_26bis35;1;1;-2.757659042
12;alter_26bis35;2;2;-1.950424676
12;alter_26bis35;3;3;-0.953525814
12;alter_26bis35;4;4;0
12;alter_26bis35;5;5;0.3708472595
13;alter_36bis50;1;1;-2.023235675
13;alter_36bis50;2;2;-1.713618398
13;alter_36bis50;3;3;-0.949444627
13;alter_36bis50;4;4;0
13;alter_36bis50;5;5;0.345135177
14;alter_51bis60;1;1;-1.685757673
14;alter_51bis60;2;2;-1.51928265
14;alter_51bis60;3;3;-0.857144778
14;alter_51bis60;4;4;0
14;alter_51bis60;5;5;0.2112079276
15;tagemit_wakt_1;1;1;7.9402387439
15;tagemit_wakt_1;2;2;10.822354472
15;tagemit_wakt_1;3;3;3.6113854957
15;tagemit_wakt_1;4;4;0
15;tagemit_wakt_1;5;5;-1.688907402
16;tagemit_wakt_2;1;1;5.4049712596
16;tagemit_wakt_2;2;2;9.4917827015
16;tagemit_wakt_2;3;3;4.8598287465
16;tagemit_wakt_2;4;4;0
16;tagemit_wakt_2;5;5;-4.093533194
17;tagemit_wakt_3;1;1;2.9492547466
17;tagemit_wakt_3;2;2;7.0517869067
17;tagemit_wakt_3;3;3;4.1107846936
17;tagemit_wakt_3;4;4;0
17;tagemit_wakt_3;5;5;-3.781759374
18;tagemit_wakt_4;1;1;-0.587837067
18;tagemit_wakt_4;2;2;3.3857797045
18;tagemit_wakt_4;3;3;1.4207386877
18;tagemit_wakt_4;4;4;0
18;tagemit_wakt_4;5;5;-4.572890066
19;tagemit_wakt_5;1;1;-1.437392158
19;tagemit_wakt_5;2;2;1.1319776266
19;tagemit_wakt_5;3;3;0.2376851948
19;tagemit_wakt_5;4;4;0
19;tagemit_wakt_5;5;5;-2.735911676
20;tagemit_wakt_6;1;1;0.4137419
20;tagemit_wakt_6;2;2;1.4542092589
20;tagemit_wakt_6;3;3;0.1131093405
20;tagemit_wakt_6;4;4;0
20;tagemit_wakt_6;5;5;-1.139227556
